Date,1,2,3,4,5,6,7,8,9,10,11,12
101,조금도 속도를 내야할 필요가 있다. 빠르게 진행해야 하는 만큼 당황하지 말고 발맞추어야 한다. 자신의 능력을 믿고 진행한다면 충분히 원하는 결과를 얻을 수 있을 것이다.,눈 앞의 것이 전부가 아니다. 일이 많다 하여 건강을 소홀이 한다면 얻고자 하는 것들이 무슨 의미가 있겠는가. 잠시 쉬어간다 생각하고 건강을 돌보는 시간을 갖어라.,주위의 여건들이 많이 좋아 졌다는 것을 느낄수 있다. 이런 상황이라면 좋은 결과를 기대해봐도 좋은 것이다. 긍정적인 생각으로 착실히 진행하기 바란다.,중요하지 않은 일에 노력을 허비하지 말라. 하고자 하는 일과 해야 하는 일 사이에서 다소 혼선과 갈등이 생길 수 있으니 신중히 판단하고 행동하라.,한번만 쉬어 가는 시간을 갖자. 조급하지만 않는다면 생각보다 일이 잘 진행될 것이다. 긁어 부스럼 만들지 말고 천천히 내실을 쌓아가며 진행하기 바란다.,"명예운와 재물운이 줄곧 따라 다닌다. 아주 먼 곳에서부터 기다리던 반가운 소식이 전해져 오며, 이성적 고민거리가 있다면 속마음을 상대방에게 한번 속 시원히 이야기 해봐도 좋을 것이다.",행운은 언제나 옆에 있는 법. 행운은 언제나 좋기에 크고 작고를 따질 문제가 아니다. 있는 그대로 받아들이고 즐기고 나누어 재충전의 시기로 삼아라.,말 한마디가 천냥빛을 갚는다 했다. 섣부른 말 한마디로 일을 그르치는 일이 없도록 주의해야 할 것이다. 좋은 시기가 아니니 더더욱 신경써서 행동하라.,"눈 앞의 이익에 현혹되지 말라. 반듯이 후회하게 된다. 무엇을 결정해야 한다면 더욱 신중하게 세심한 주의가 필요할 것이며, 미래를 보는 안목이 필요하다.",순조롭다. 좋은 결과가 기대된다. 넘치는 의욕과 실력이 허락하는 만큼 힘 닿는 대로 추진하라. 한번쯤 욕심을 부려 볼 만한 시기이니 잘 활용하여 성과를 이루라.,무슨 일이든 최선을 다해야 하는 것은 당연하다. 최선을 다하지도 않고 결과가 나쁘다고 말하는 것은 스스로에게도 부끄러운 일이 될 것이다. 주저없이 생각했던 일들을 강하게 추진하라.,저절로 이루어 지는 것이 있다면 얼마나 좋을까. 누가 해주기를 기다리기 보다는 직접 나서서 움직이고 행동하라. 노력한 만큼의 결과는 얻게 될 것이다.
102,강한 승부욕이 필요하다. 스스로 판단한 것에 대한 믿음을 가져라. 판단에 대한 성과도 좋다. 똑같이 움직이고도 더 많은 것을 얻게 된다. 건강은 조금 챙길 필요가 있다.,소소한 것에 대해 더욱 신경쓰고 배려가 필요한 시기이다. 세상에 하찮은 일은 없다. 보잘것 없다 생각하겠지만 큰 일을 해결하는 열쇠가 될 것이니 조금더 신중하게 생각하라.,"중요한 친구, 지인 일수록 기본에 충실해야 하는 시기이다. 입장 표명을 명확히 하고 약간의 선을 그어 의가 상하는 일이 없도록 해야 할 것이다.",다툼은 다툼대로 관계는 관계대로. 그럴만한 이유가 있을 것이니 다툼이 있다고 상대를 미워해서는 안된다. 소중한 사람과의 관계를 그렇게 해서는 안된다.,"걱정을 사서 하지 말라. 자연스럽게 해결될 일 들이다. 많은 사람들과의 만남을 통해 고민들이 어렵지 않게 해결될 것이니, 되도록 많은 사람들을 만나 슬기롭게 해결하라.",갈무리 되어지는 시기인 만큼 잘 해오던 일들을 조금더 세심히 봐야 한다. 자칫 방심하고 나태한 마음을 갖게 된다면 좋지 못한 결과를 가져 올 수 있지 않겠는가. 마음을 다잡고 끝까지 최선을 다하라.,소소한 어려움이 있겠지만 섣부르게 판단하지 말고 의연하게 행동해야 한다. 조건이 맞지 않는데 끝까지 같이 갈수는 없지 않은가. 때로는 과감한 포기도 필요하다.,판단력이 흐려지는 시기이다. 옳고 그름을 판단하는 문제를 떠나 아무리 사소한 일이라 하더라도 주위의 도움을 얻는 것이 좋겠다. 지인의 지혜를 백분 활용하라.,"좋고 나쁨이 반복되는 시기이다. 약간의 손해를 보더라도 크게 화를 자처하는 일은 없을 것이다. 다만, 욕심이 크다면 화가 커질수 있으니 주의해야 한다.",불만을 쌓아두지 말라. 주위 사람들과 충분한 대화를 통해 서로의 마음을 이해하고 알아간다면 자연스럽게 실마리가 풀릴 수 있을 것이다. 원하는데로 전부 될 수는 없지만 해결 될 수는 있다.,무조건 주위의 요청을 다 들어 줄 수는 없지 않은가. 발목 잡힐 일이 없도록 적당히 이기적인 행동이 필요한 시기이다. 긍정적인 결과로 되돌아 올 것이다.,건강보다 더 중요한 일은 없다. 심신이 피로한 때이니 만큼 휴식보다 더 좋은 것은 없을 것이다. 한번쯤 자신을 살펴보는 시간을 갖는다면 좋을 것이다.
103,일에 대한 맺고 끊음이 확실히 해야 한다. 다소 매정해 보일지 모르나 일은 일대로 인간관계는 인간관계대로 처리해야 한다. 정에 의존하면 더 큰 화를 자초하게 될 수 있다.,일확천금은 존재하지 않는다. 괜한 무리수로 손해를 보는 일이 없도록 해야 한다. 충분한 성과를 얻을 수 있을 것이니 유혹에 빠지지 않도록 하라.,생각치도 못했던 곳에서 생기는 기회를 잘 활용하라. 잠자코 있다가는 기회를 놓쳐버린다. 먼저 나서서 진행해도 무방하겠다. 충분한 결과를 얻을 것이니 기회를 잘 활용하라.,주위의 조언을 듣기 보다는 소신것 판단하고 행동하라. 끈기와 인내가 필요하며 한번에 이루어 지지는 않겠지만 좋은 결과를 얻을 것이다.,새삼 주목받게 되는 시기이다. 실수를 범하지 않도록 세심한 자세가 필요하다. 자신의 주장보다는 경청하는 자세로 슬기롭게 대처한다면 좋은 결과를 얻게 될 것이다.,누구나 실수는 있는 법이다. 자신의 실수를 인정하라. 괜한 고집은 상황을 어렵게 만들 뿐이다. 먼저 고개를 숙이면 여러모로 편하게 많은 것들을 얻을 수 있다.,도와주려는 마음은 좋지만 상대가 조언을 받아들일 준비가 안된듯 하다. 기분 상하지 않도록 조근조근 설명해야 할 것이다. 묵묵히 자기 일만 진행하는 것도 나쁘지 않다.,늘상 일어나는 일일뿐 더이상 더이하도 아니다. 별일 아닌것을 너무 깊게 생각하고 걱정할 필요 없다. 조금은 긍정적인 생각이 필요하다. 정신적 스트레스가 심하다면 휴식을 취하는 것도 좋다.,적은 노력에도 불구하고 큰 성과를 얻게 된다. 현재 상황에 만족 할 만 하니 더 많은 것을 얻고자 욕심을 낸다면 문제가 생길 수 있다. 더 이상을 기대하지 말라.,흐트러진 마음을 추스리고 최선을 다하라. 실수는 누구에게나 일어날수 있는 일이다. 이에 실망 할 필요는 없다. 잘 추스리면 생각보다 큰 결과를 얻을 수 있다.,오래 끌기보다는 빠른 결정이 좋을 것이다. 한번 옳다고 생각한 것은 두번 생각할것 없이 바로 밀어부쳐 실행으로 옮겨라. 체면치레보다는 실속을 먼저 챙겨야 한다.,쉽게 생각하지 마라. 세심하고 꼼꼼함이 필요하다. 모으기는 힘들어도 쓰는건 한순간이다. 지금 보이는게 전부가 아니니 후회할 일을 만들지 말라.
104,자신의 능력밖의 이익을 탐하지 마라. 지금의 능력으로도 적지 않은 이익은 얻을 수 있다. 겸손한 마음을 갖는다면 곧 더 큰 이익을 얻게 될 것이다.,지금에 만족하는 것도 나쁘지는 않다. 큰 어려움 없이 나름 생각한데로 진행되는 상황에 무리하게 새로운 일을 추진하거나 큰 변화는 오히려 화를 부를 수 있다.,나와 생각이 다른것은 이야기 해야 한다. 자신을 우습게 여기게 되는 빌미를 제공해서는 안될 것이다. 하지만 지레짐작하여 이야기 하는 것은 옳지 않다. 원인을 정확히 찾아라.,일상에 지쳐있다면 잠시 쉬어가자. 집중도 안되고 행동도 느리고 괜히 그런 날이다. 머리도 식히고 몸도 식히며 잠시 쉬어간들 엄청난 차질이 생기는 것도 아니다.,어려운 시간이 끝나고 기쁨과 보람이 찾아 온다. 그간 노력을 아끼지 않고 최선을 다 했다면 반드시 그에 대응하는 결과가 주어질 것이다. 이 기분을 충분히 만끽하라.,"유난히 판단과 사고가 명석해 지는 기간이니 마음이 움직이는 대로 표현하고 행동하라. 학업, 연구, 업무등의 실적 향상을 위해 투자한다면 기대 이상의 성과를 얻을 것이다.",중요하지 않은 일에 노력을 허비하지 말라. 하고자 하는 일과 해야 하는 일 사이에서 다소 혼선과 갈등이 생길 수 있으니 신중히 판단하고 행동하라.,한발 물러서 상황을 바라보는 마음의 여유가 필요하다. 조급하게 서두르지 않고 신중함을 가진다면 안 될것 또한 없다. 한박짜 쉬어간다고 생각하라.,특별히 좋을 것도 그렇다고 나쁠 것도 없다. 별다른 어려움 없이 진행 할 수 있으니 땀 흘린 만큼의 성과는 기대해도 좋다. 성실한 노력만이 필요할 뿐이다.,한번쯤 쉬어가는 것도 좋다. 나눔의 자리를 만들어도 좋고 소홀했단 지인이나 친구와의 자리도 좋다. 근심 걱정이 있다면 잠시 잊고 현재를 충분히 즐겨라.,주위에서 나를 찾는 시기이다. 무엇을 부탁받는 자리가 아니라면 조금 귀찮다 느끼더라도 즐겁게 맞이 해는 것이 좋다. 원만한 대인관계가 많은 일들을 해결하는 지름길 임을 잊지 말라.,야망이 클 수록 위험도 커진다. 감당 할 수 없는 일을 벌이기 보다는 자신이 할 수 있는 만큼만 일을 벌이고 처리하는 것이 가장 현명한 태도이다.
105,"이렇게 쉽게 해결될 일들이 그렇게 어렵게만 느껴져 왔다니, 마음 고생하던 일들이 순조롭게 해결되는 시기이니 이번 기회에 많은 것을 정리하고 홀가분하게 가는 것도 나쁘지 않다.",강한 승부욕이 필요하다. 스스로 판단한 것에 대한 믿음을 가져라. 판단에 대한 성과도 좋다. 똑같이 움직이고도 더 많은 것을 얻게 된다. 건강은 조금 챙길 필요가 있다.,소소한 것에 대해 더욱 신경쓰고 배려가 필요한 시기이다. 세상에 하찮은 일은 없다. 보잘것 없다 생각하겠지만 큰 일을 해결하는 열쇠가 될 것이니 조금더 신중하게 생각하라.,"중요한 친구, 지인 일수록 기본에 충실해야 하는 시기이다. 입장 표명을 명확히 하고 약간의 선을 그어 의가 상하는 일이 없도록 해야 할 것이다.",다툼은 다툼대로 관계는 관계대로. 그럴만한 이유가 있을 것이니 다툼이 있다고 상대를 미워해서는 안된다. 소중한 사람과의 관계를 그렇게 해서는 안된다.,"걱정을 사서 하지 말라. 자연스럽게 해결될 일 들이다. 많은 사람들과의 만남을 통해 고민들이 어렵지 않게 해결될 것이니, 되도록 많은 사람들을 만나 슬기롭게 해결하라.",갈무리 되어지는 시기인 만큼 잘 해오던 일들을 조금더 세심히 봐야 한다. 자칫 방심하고 나태한 마음을 갖게 된다면 좋지 못한 결과를 가져 올 수 있지 않겠는가. 마음을 다잡고 끝까지 최선을 다하라.,소소한 어려움이 있겠지만 섣부르게 판단하지 말고 의연하게 행동해야 한다. 조건이 맞지 않는데 끝까지 같이 갈수는 없지 않은가. 때로는 과감한 포기도 필요하다.,판단력이 흐려지는 시기이다. 옳고 그름을 판단하는 문제를 떠나 아무리 사소한 일이라 하더라도 주위의 도움을 얻는 것이 좋겠다. 지인의 지혜를 백분 활용하라.,"좋고 나쁨이 반복되는 시기이다. 약간의 손해를 보더라도 크게 화를 자처하는 일은 없을 것이다. 다만, 욕심이 크다면 화가 커질수 있으니 주의해야 한다.",불만을 쌓아두지 말라. 주위 사람들과 충분한 대화를 통해 서로의 마음을 이해하고 알아간다면 자연스럽게 실마리가 풀릴 수 있을 것이다. 원하는데로 전부 될 수는 없지만 해결 될 수는 있다.,무조건 주위의 요청을 다 들어 줄 수는 없지 않은가. 발목 잡힐 일이 없도록 적당히 이기적인 행동이 필요한 시기이다. 긍정적인 결과로 되돌아 올 것이다.
106,뜻한 바를 모두 성공 시킬 수는 없다. 행동은 따라주지 못하고 마음은 이미 앞서가니 매우 안타까울 뿐이다. 마음을 편안히 하고 느긋한 마음으로 진행하라. 최소한 작은 대가는 있을 것이다.,안정된 상황에서 순조로운 일의 진행이 예상된다. 크게 힘들이지 않고 성과를 얻게 될 것이며 특별한 장애도 없다. 지금을 행복을 충분히 즐기기 바란다.,판단력이 좋은 시기이니 거침 없는 결정이 필요하다. 복잡 다난 했던 일들을 이번 기회에 정리하는 것이 아주 좋을 것이다. 자신의 판단을 믿도 소신것 진행하라.,노력한 것에 비해 미비한 성과가 있으니 실망 할 수 있다. 하지만 지금의 것이 모든 것이 아니기에 좀 더 앞을 보고 행동 한다면 더 많은 성과를 얻게 될 것이다.,중요한 선택 일수록 항상 후회는 있는 법. 그렇다고 다시 돌아 갈 수도 없으니 더는 후회하기 보다는 앞으로 어떻게 처리를 해야 할 것인가를 고민하는 것이 옳은 생각일 것이다.,지나친 고민은 또다른 고민을 만든다. 깊이 고민할 것 없이 뜻한 바가 있다면 자신감을 가지고 강하게 리드하며 과감하게 진행하라. 허투로 시간을 소비하기엔 너무 아깝다.,"생각이 많아진다. 새로운 아이디어들이 봇물터지듯이 생각난다. 새로 시작해도 될만한 것들, 현재 상황을 보다 좋게 할수 있는 것들, 생각나는데로 처리하면 잘 될 것이다.",고생스럽기만 하다는 생각이 든다. 계란으로 바위를 치는것 아닌가 하는 생각이 들 수도 있다. 괜한 걱정이다. 누구나에게 있는 소소한 일들이다. 크게 마음쓰지 않고 평범하게 받아들여라.,"미루고 미루어 왔던 일들을 해결해야 할 시기이다. 신중하게 생각하고 결정하라. 장고 끝에 악수 라는 말이 있듯, 너무 오래 고민하는 것도 좋지 않다.",조금더 생각해 볼 필요가 있다. 조금 아쉽다 하여 섣불리 사람을 믿는다거나 할 경우 곤경에 처할 수 있다. 새로운 일에 도전하는 것은 좋지 않고 지식과 경험을 바탕으로 할 수 있는 일을 하라.,아무일 없는 날이 얼마나 되겠는가. 생각만큼 순조롭게 진행되지 않는다 느끼겠지만 좀더 찾아보고 조언을 얻으면 큰 문제가 되는 것은 없다. 해결해 나가는 뿌듯함을 느끼게 된다.,"이것 저것 많은 것을 해보면 세상을 보는 시각을 넓히는 것도 좋다. 자신의 적성이 무엇인지, 지금하고 있는 일이 나와 맞는 일이지 냉철히 한번 뒤돌아 볼 필요가 있습니다."
107,힘들다고 느낄 것이다. 어렵고 힘들지 않게 결과를 얻을 수는 없다. 이 또한 지나가는 과정이라 생각하고 낙심하지 말고 느긋한 마음을 가져라. 마음이 편해서 성과가 있다.,지나친 욕심은 일을 그르치지 쉽다. 노력한 만큼의 결과는 있을 것이다. 차분한 마음으로 진행하는 일에 최선을 다하는 것이 가장 현명한 일이다.,시작이 좋다고 하나 마무리가 좋지 않으면 결과 또한 좋지 않을 수 있다. 끝까지 최선을 다하는 모습이야 말로 좋은 결과를 얻는 가장 현명한 방법일 것이다.,어려운 문제가 발생한다. 지금의 문제가 무엇이며 해결 방법은 무엇인지 슬기로운 상황대처 능력이 필요하다. 필요하다면 주위의 도움을 받는 것도 하나의 방법일 것이다.,혼자 하는 일에는 한계가 있다. 모두 내것인양 가지고 있어봐야 몸은 몸대로 힘들어 지고 고민만 늘어난다. 협업 또는 도움을 요청해 원만하게 해결하는 것이 가장 현명하다.,어려움이 없는 나날들이 얼마나 되겠는가. 지금의 시간이 지나면 좋은 결과가 만들어 진다. 좋은 기운이 생기고 있으니 좋게 좋게 생각하라. 좋은 결과가 있을 것이다.,이일 저일 모두 관여하게 되어 평소보다 힘들어 지겠다. 자신의 일의 성과가 저조하다고 실망할 필요는 없다. 이런날도 있고 저런날도 있는 것이다. 언젠가 도움 받을 날이 오지 않겠는가.,큰 성공을 위해 지금의 고생은 당연하다. 새로운 일이 시작고 손이 바쁘지만 모두가 미래를 위해 기반을 다지는 작업이니 바쁘더라도 소홀해서는 안된다.,노력한 만큼의 결과는 충분히 보상받는다. 결과에 만족하고 더 이상의 욕심은 없어야 한다. 기분 좋게 지인이나 가족과 시간을 보내는 것이 좋겠다.,실수는 있겠지만 걱정할 필요까지는 없다. 동료나 직장상사로 부터의 도움으로 원만히 해결 가능하다. 기죽지 말고 용기백배해서 하던 일에 최선을 다하면 된다.,새로운 아이디어가 생기고 의욕도 충만해지고 정신도 맑아 무슨 일이든 해결 가능 한듯 하다. 순간 판단력도 좋아지니 추친하는 일에 막힘이 없겠다. 다만 무모한 자신감은 금물이다.,분수에 넘치면 손해 본다. 자기 꾀에 자기가 넘어가는 실수를 하지 말라. 너무 큰 일을 바라지 말고 자기 능력에 맞춰 본분을 지킨다면 무난할 것이다.
108,"명예운와 재물운이 줄곧 따라 다닌다. 아주 먼 곳에서부터 기다리던 반가운 소식이 전해져 오며, 이성적 고민거리가 있다면 속마음을 상대방에게 한번 속 시원히 이야기 해봐도 좋을 것이다.",행운이란 언제나 예기치 못한 뜻밖의 상황에서 찾아온다. 너무 큰 욕심이 아니라면 한번 기대해도 좋을 것이다. 긍정을 긍정을 부르는 것이다.,말과 행동에 보다 세심한 주의가 필요하다. 스스로가 모든 문제를 해결할 수 있는 열쇠임을 인지하고 숙고하고 판단하고 행동해야 할 것이다. 자신의 말과 행동이 성패를 가른다는 사실을 잊지 말라.,"눈 앞의 이익에 현혹되지 말라. 반듯이 후회하게 된다. 무엇을 결정해야 한다면 더욱 신중하게 세심한 주의가 필요할 것이며, 미래를 보는 안목이 필요하다.",순조롭다. 좋은 결과가 기대된다. 넘치는 의욕과 실력이 허락하는 만큼 힘 닿는 대로 추진하라. 한번쯤 욕심을 부려 볼 만한 시기이니 잘 활용하여 성과를 이루라.,시작도 좋고 진행 과정도 좋다. 안락함을 기대할 수 있지만 지나친 방심은 금물이다. 한눈 팔지 말고 집중해서 마무리까지 챙겨야 한다. 조금만 더 신중하라.,저절로 이루어 지는 것이 있다면 얼마나 좋을까. 누가 해주기를 기다리기 보다는 직접 나서서 움직이고 행동하라. 노력한 만큼의 결과는 얻게 될 것이다.,"마음은 심란하고 갈등이 많아진다. 주위의 솔깃한 이야기들이 많아 마음을 잡기가 더더욱 어렵겠지만, 자신의 생각이 옳다고 판단하고 소신것 행동하라.",뜻하지 않는 반전으로 상황이 어려워 진다. 이럴때 일수록 더욱 마음을 추스르고 행동 하나하나 분명히 해야 할 것이다. 무엇보다 마음이 흔들리지 않게 확실히 다 잡아야 할 것이다.,모든 일에는 시련이 있기 마련이다. 인내는 쓰고 열매는 달다는 것을 상기하며 지금의 고비를 잘 극복해야 할것이다. 끝까지 최선을 다해 지금의 어려움을 극복하라.,주위 여건이 좋지 않은 상황에서 일이 추진된다. 그러나 좌절할 필요는 없다. 꿋꿋이 밀고 나가야 한다. 끈기 있는 도전이 머지않아 결실을 맺게 될 것이다.,얻기만 할 수는 없는법. 얻는 것이 있다면 잃는 것도 있다. 작은 것을 잃고 큰 것을 얻기 위해 현명판 판단을 할 수 있도록 해야 한다. 또한 비록 조금 더 잃는 다고 낙심 할 것 까지는 아니니 개념치 말라.
109,사과를 받게 되는 일이 있으면 쿨하게 인정해주 잘못한 일은 먼저 사과하라. 굳이 시시비비를 가릴 필요까지는 없다. 무난하게 지나갈 하루에 괜한 트집으로 골칫거리를 추가할 필요가 없다.,도와주려는 마음은 좋지만 상대가 조언을 받아들일 준비가 안된듯 하다. 기분 상하지 않도록 조근조근 설명해야 할 것이다. 묵묵히 자기 일만 진행하는 것도 나쁘지 않다.,노력한 만큼의 보상은 주어 질 것이니 마음을 편히 하라. 사실 복잡하게 생각할 것도 없다. 묵묵히 자신의 일에 최선을 다하기만 하면 된다.,"노력에 대비 큰 결과를 얻게 된다. 기분이 절로 좋아질 것이다. 조금 나누면 더 좋을 것이다. 어떤 것이 되든, 자신의 일에 조금은 욕심을 낼만 하다. 좋은 기회이니 십분 활용하라.",지금의 실수는 최선을 다하지 않았기에 발생한 것이다. 어쩌면 잘 된 일일지도 모른다. 마음을 추스릴 수 있는 기회로 삼는다면 미래를 위해서도 더 좋을 것이다. 실망하지 말라.,어리석은 행동으로 반복되는 실수는 없어야 한다. 생색내기 보다는 실속를 찾는 방법을 찾아야 한다. 괜시레 남 좋은 일을 할 필요는 없지 않은가.,"한 순간의 실수가 엄청난 결과를 불러 올 수 있다. 사소한 것도 신중하게 생각하고 판단해야 하며, 특히 지출이 필요하다면 꼭 다시 한번 생각해보라.",어렵게 이룬 것이지만 때로는 과감하게 쓸줄도 알아야 한다. 모으는 재미도 솔솔하지만 못지않게 잘 사용하는 법도 중요하다. 주위에 부족한 사람이 없는지 한번더 챙겨보라. 결국은 자신을 위해 사용하는 것이 될것이다.,정해진 것이 하나도 없다. 모두가 스스로 결정하고 정해야 하는 일들 뿐이다. 꼼수를 부리지 말고 서두를것 없이 신중하게 생각하고 순리에 맞게 진행하라.,나와 생각이 다름을 이해하고 너그러운 마음의 자세가 필요하다. 생각을 다르게 하면 별일 아닐 수 있으나 막상 받아들이기는 쉽지 않겠지만 대인 관계를 넗히는 하나의 방법이라 생각하자.,대화가 필요한 시기이다. 크다면 크고 작다면 작은 일이지만 여럿이 같이 하는 일이기에 혼자 고민한다고 해결되지는 않는다. 먼저 말을 건네 해결 방법을 찾아라. 금방 해결 할 수 있다.,사소한 시비거리가 생길 수 있다. 그동안 쌓였던 감정들을 정리할 수 있는 기회가 된다. 묵힌다고 다 좋은건 아니니 이번 기회에 털어버리고 좋은 관계를 만들가. 전화위복이 된 결과다.
110,"유난히 판단과 사고가 명석해 지는 기간이니 마음이 움직이는 대로 표현하고 행동하라. 학업, 연구, 업무등의 실적 향상을 위해 투자한다면 기대 이상의 성과를 얻을 것이다.",중요하지 않은 일에 노력을 허비하지 말라. 하고자 하는 일과 해야 하는 일 사이에서 다소 혼선과 갈등이 생길 수 있으니 신중히 판단하고 행동하라.,한발 물러서 상황을 바라보는 마음의 여유가 필요하다. 조급하게 서두르지 않고 신중함을 가진다면 안 될것 또한 없다. 한박짜 쉬어간다고 생각하라.,특별히 좋을 것도 그렇다고 나쁠 것도 없다. 별다른 어려움 없이 진행 할 수 있으니 땀 흘린 만큼의 성과는 기대해도 좋다. 성실한 노력만이 필요할 뿐이다.,자신의 능력을 믿고 강하게 추진하던 일들이 막힘이 있다. 주위에 도움을 줄 많은 지인분들이 있으니 주저하지 말고 부탁하라. 흔쾌히 승락하여 어려움을 해결해 줄 것이다.,주위에서 나를 찾는 시기이다. 무엇을 부탁받는 자리가 아니라면 조금 귀찮다 느끼더라도 즐겁게 맞이 해는 것이 좋다. 원만한 대인관계가 많은 일들을 해결하는 지름길 임을 잊지 말라.,야망이 클 수록 위험도 커진다. 감당 할 수 없는 일을 벌이기 보다는 자신이 할 수 있는 만큼만 일을 벌이고 처리하는 것이 가장 현명한 태도이다.,"나서지 말고 침착하게 자신의 역할 자신의 몫을 챙기는 것이 좋다. 업무에 관련된 사항은 빨리 처리하는 게 좋으며, 당신의 탁월한 재능으로 남들이 어렵다고 한 일도 쉽게 처리할 수 있을 것이다.","일의 진행이 빨라지는 시기이니, 자신이 가지고 있는 능력을 십분 발휘하면 원하는 걸 얻을 수 있다. 다른 사람들과 충돌하기 보다 화해의 길을 모색하는 게 유리하며, 새롭게 시작하는 일에 앞서 기존의 일들은 마무리를 해야한다.",장기적인 안목으로 차분히 준비하라. 지금 당장 눈 앞에 보이는 것이 전부는 아니다. 큰 그림을 그려 큰 것을 얻으려 생각하고 고민할 때이다.,주위의 여건들이 많이 좋아 졌다는 것을 느낄수 있다. 이런 상황이라면 좋은 결과를 기대해봐도 좋은 것이다. 긍정적인 생각으로 착실히 진행하기 바란다.,중요하지 않은 일에 노력을 허비하지 말라. 하고자 하는 일과 해야 하는 일 사이에서 다소 혼선과 갈등이 생길 수 있으니 신중히 판단하고 행동하라.
